,algorithm,mse train,mse val,init zero,iterations,time,lr method,lr,b,model
52,gradient,2.1124610488012125,2.073170483851515,1.0,1.0,0.00038886070251464844,Momentum,1e-07,0.8,default_notext
53,gradient,2.112461086542506,2.073170522424685,1.0,1.0,0.0006022453308105469,Momentum,1e-07,0.9,default_notext
54,gradient,2.1124611239063866,2.073170560612123,1.0,1.0,0.00047516822814941406,Momentum,1e-07,0.999,default_notext
74,gradient,2.3537005010120615,2.319272705829621,0.0,445.0,0.05492687225341797,Decay,0.0005,0.1,default_notext
64,gradient,2.100281360150259,2.3283896680847396,0.0,1000.0,0.9062540531158447,LearningRate,0.001,,default_top60
72,gradient,2.235618481048702,2.3443998606360092,0.0,1000.0,0.8999497890472412,Momentum,0.001,0.999,default_top60
57,gradient,2.468278830944757,2.510205754460985,0.0,1000.0,0.7532422542572021,Decay,0.01,0.01,default_top60
67,gradient,2.3254899809779803,2.5319372972817638,0.0,1000.0,0.8211503028869629,Decay,0.001,0.0001,default_top60
78,gradient,2.4761699284514607,2.6590497918733265,0.0,1000.0,0.9964148998260498,Momentum,0.0005,0.7,default_top60
79,gradient,2.4329973306204824,2.792130018509417,0.0,1000.0,0.9115438461303711,Momentum,0.0005,0.8,default_top60
68,gradient,2.5333975265543143,3.052470782518071,0.0,1000.0,0.7305090427398682,Decay,0.001,0.0005,default_top60
70,gradient,2.8332374074626574,3.1089488060972745,0.0,1000.0,3.677098035812378,Momentum,0.001,0.8,default_top160
71,gradient,2.7323577268984813,3.167645715704664,0.0,1000.0,3.7958788871765137,Momentum,0.001,0.9,default_top160
76,gradient,2.960398294223938,3.3599153595847557,0.0,1000.0,0.8399019241333008,Decay,0.0005,0.0001,default_top60
67,gradient,2.860680687572292,3.3936475718350865,0.0,1000.0,3.7940499782562256,Decay,0.001,0.0001,default_top160
77,gradient,2.9235057060196583,3.410596128917512,0.0,1000.0,0.8767480850219727,Decay,0.0005,0.0005,default_top60
69,gradient,2.782149078102824,3.422777445079496,0.0,1000.0,3.6136248111724854,Momentum,0.001,0.7,default_top160
81,gradient,2.8992920128060082,3.4293651648981833,0.0,1000.0,0.8688549995422363,Momentum,0.0005,0.999,default_top60
73,gradient,2.8132784543030316,3.4797851148633607,0.0,1000.0,0.932110071182251,LearningRate,0.0005,,default_top60
72,gradient,3.215376926064139,3.696917524121007,0.0,1000.0,3.8298301696777344,Momentum,0.001,0.999,default_top160
80,gradient,3.0982628119093207,3.7243854275133836,0.0,1000.0,0.9238400459289551,Momentum,0.0005,0.9,default_top60
64,gradient,3.231578372927809,4.18993583864501,0.0,1000.0,4.140868902206421,LearningRate,0.001,,default_top160
81,gradient,3.805579132305583,4.238932192014223,0.0,1000.0,3.90946888923645,Momentum,0.0005,0.999,default_top160
80,gradient,3.932366832901337,4.257756140457157,0.0,1000.0,4.3155858516693115,Momentum,0.0005,0.9,default_top160
57,gradient,3.536730427378074,4.28576837560578,0.0,1000.0,3.5394539833068848,Decay,0.01,0.01,default_top160
68,gradient,3.8200889500460615,4.427825687808235,0.0,1000.0,3.573989152908325,Decay,0.001,0.0005,default_top160
73,gradient,3.649860929357739,4.6484993828420285,0.0,1000.0,3.667184829711914,LearningRate,0.0005,,default_top160
90,gradient,4.11665300755694,4.784749667736805,0.0,1000.0,1.292067050933838,Momentum,0.0001,0.999,default_top60
78,gradient,4.098688981007904,4.936793313592815,0.0,1000.0,4.16871976852417,Momentum,0.0005,0.7,default_top160
89,gradient,4.447352229087491,5.197669519834045,0.0,1000.0,1.5240898132324219,Momentum,0.0001,0.9,default_top60
88,gradient,4.397844107721638,5.261176832537138,0.0,1000.0,1.439729928970337,Momentum,0.0001,0.8,default_top60
79,gradient,4.352543658266513,5.536422650489931,0.0,1000.0,6.1077187061309814,Momentum,0.0005,0.8,default_top160
82,gradient,4.671993630371642,5.543457658275604,0.0,1000.0,0.8675298690795898,LearningRate,0.0001,,default_top60
87,gradient,4.969742321529277,5.779765609565775,0.0,1000.0,2.054476022720337,Momentum,0.0001,0.7,default_top60
85,gradient,5.136601031880787,6.803434908013226,0.0,1000.0,2.218712091445923,Decay,0.0001,0.0001,default_top60
76,gradient,5.093632506170103,6.953058861028437,0.0,1000.0,4.1141369342803955,Decay,0.0005,0.0001,default_top160
82,gradient,5.577758016069837,7.213201785958676,0.0,1000.0,3.857591152191162,LearningRate,0.0001,,default_top160
77,gradient,5.816991714504475,7.688208383070792,0.0,1000.0,4.116666793823242,Decay,0.0005,0.0005,default_top160
56,gradient,6.069950019206859,7.790121433269207,0.0,1000.0,0.807776927947998,Decay,0.01,0.1,default_top60
87,gradient,6.068950112237898,8.007231474708508,0.0,1000.0,3.3818869590759277,Momentum,0.0001,0.7,default_top160
89,gradient,8.05137887400645,9.047981681052741,0.0,1000.0,3.50809907913208,Momentum,0.0001,0.9,default_top160
66,gradient,6.866614467520315,9.158786737582377,0.0,1000.0,0.9443650245666504,Decay,0.001,0.01,default_top60
86,gradient,7.651017547285507,9.315366623763609,0.0,1000.0,1.5526819229125977,Decay,0.0001,0.0005,default_top60
85,gradient,8.379476681290791,10.76021264240556,0.0,1000.0,3.7736639976501465,Decay,0.0001,0.0001,default_top160
90,gradient,7.842436376082811,10.793903467597389,0.0,1000.0,3.5582518577575684,Momentum,0.0001,0.999,default_top160
88,gradient,9.089405233734166,12.441966985162113,0.0,1000.0,3.4778990745544434,Momentum,0.0001,0.8,default_top160
56,gradient,9.155559090961166,13.135384677332432,0.0,1000.0,3.567821979522705,Decay,0.01,0.1,default_top160
86,gradient,11.39136472384535,15.745052248870545,0.0,1000.0,3.51969575881958,Decay,0.0001,0.0005,default_top160
66,gradient,12.414042174191168,16.94054976579972,0.0,1000.0,3.8964478969573975,Decay,0.001,0.01,default_top160
75,gradient,16.53280951831776,21.678428714793984,0.0,1000.0,0.8124868869781494,Decay,0.0005,0.01,default_top60
75,gradient,33.403729567126476,41.68546537102295,0.0,1000.0,3.952064037322998,Decay,0.0005,0.01,default_top160
93,gradient,66.4229651704004,84.10651991229804,0.0,510.0,0.4237852096557617,Decay,1e-06,0.01,default_top60
65,gradient,72.71160607406009,89.23755999191987,0.0,1000.0,0.9835481643676758,Decay,0.001,0.1,default_top60
74,gradient,77.63090864087116,93.5566773936213,0.0,1000.0,0.9086699485778809,Decay,0.0005,0.1,default_top60
84,gradient,76.93738868061547,97.74134710549109,0.0,1000.0,1.0008478164672852,Decay,0.0001,0.01,default_top60
101,gradient,84.76586610817549,101.86552071069026,0.0,1.0,0.0015571117401123047,Decay,1e-07,0.1,default_top60
106,gradient,83.82159746774336,104.07915326571326,0.0,1.0,0.0017857551574707031,Momentum,1e-07,0.8,default_top60
65,gradient,89.81006874055865,110.00481784984262,0.0,1000.0,3.9690189361572266,Decay,0.001,0.1,default_top160
102,gradient,90.19360300896354,110.08389650502706,0.0,1.0,0.001622915267944336,Decay,1e-07,0.01,default_top60
94,gradient,92.93836978669582,112.08844564269471,0.0,1000.0,0.7799050807952881,Decay,1e-06,0.0001,default_top60
99,gradient,103.86547052435674,123.67941036847805,0.0,1000.0,1.6106200218200684,Momentum,1e-06,0.999,default_top60
95,gradient,100.05820979131475,124.59567548662294,0.0,1000.0,0.7876989841461182,Decay,1e-06,0.0005,default_top60
96,gradient,103.55810410413916,129.62343710423076,0.0,1000.0,0.7980859279632568,Momentum,1e-06,0.7,default_top60
105,gradient,105.78476984329636,129.71195539594993,0.0,1.0,0.0018911361694335938,Momentum,1e-07,0.7,default_top60
103,gradient,105.47496883516777,134.07534675804484,0.0,1.0,0.0017349720001220703,Decay,1e-07,0.0001,default_top60
74,gradient,108.73971177542902,134.496862352341,0.0,1000.0,3.7356038093566895,Decay,0.0005,0.1,default_top160
107,gradient,110.790404343334,137.16448834942034,0.0,1.0,0.0021598339080810547,Momentum,1e-07,0.9,default_top60
92,gradient,118.00419279383789,138.82761849838639,0.0,72.0,0.06514310836791992,Decay,1e-06,0.1,default_top60
84,gradient,117.33626511001044,141.3868996532059,0.0,1000.0,3.752408027648926,Decay,0.0001,0.01,default_top160
83,gradient,110.61507252439833,143.19087795592506,0.0,1000.0,0.8977799415588379,Decay,0.0001,0.1,default_top60
104,gradient,118.68407863277562,143.60417331719765,0.0,1.0,0.0018112659454345703,Decay,1e-07,0.0005,default_top60
91,gradient,117.89412423333917,147.8139684489845,0.0,1000.0,0.8264768123626709,LearningRate,1e-06,,default_top60
100,gradient,122.4293049967552,154.93470921772806,0.0,1.0,0.0024449825286865234,LearningRate,1e-07,,default_top60
94,gradient,133.7598161666768,159.0276881302375,0.0,1000.0,3.756402015686035,Decay,1e-06,0.0001,default_top160
98,gradient,134.86117747917714,169.74768407720396,0.0,1000.0,1.3046369552612305,Momentum,1e-06,0.9,default_top60
97,gradient,133.68599169600026,172.17119497666638,0.0,1000.0,1.119818925857544,Momentum,1e-06,0.8,default_top60
108,gradient,138.5966131428137,172.48197666497947,0.0,1.0,0.002228975296020508,Momentum,1e-07,0.999,default_top60
92,gradient,143.3262932056271,177.62641980958347,0.0,81.0,0.2805659770965576,Decay,1e-06,0.1,default_top160
97,gradient,144.83750674666408,184.72659309823942,0.0,1000.0,4.207622051239014,Momentum,1e-06,0.8,default_top160
99,gradient,149.04424109266884,185.87343024629075,0.0,1000.0,4.119297027587891,Momentum,1e-06,0.999,default_top160
95,gradient,153.25831280088795,187.81111376507195,0.0,1000.0,3.6655099391937256,Decay,1e-06,0.0005,default_top160
100,gradient,158.183906422438,195.00204780508798,0.0,1.0,0.00853419303894043,LearningRate,1e-07,,default_top160
96,gradient,149.53419294519583,197.52263886947256,0.0,1000.0,4.480740785598755,Momentum,1e-06,0.7,default_top160
101,gradient,181.4084709797244,214.5012265780286,0.0,1.0,0.009150266647338867,Decay,1e-07,0.1,default_top160
98,gradient,184.9900054175146,216.76668489920488,0.0,1000.0,4.15446400642395,Momentum,1e-06,0.9,default_top160
106,gradient,179.7936781440875,216.88135147212625,0.0,1.0,0.010879039764404297,Momentum,1e-07,0.8,default_top160
103,gradient,177.5714787614005,217.07094542033616,0.0,123.0,0.5271039009094238,Decay,1e-07,0.0001,default_top160
105,gradient,174.24461806835015,223.36675126226478,0.0,1.0,0.013744115829467773,Momentum,1e-07,0.7,default_top160
83,gradient,180.85921046035784,223.78292525118775,0.0,1000.0,3.546804904937744,Decay,0.0001,0.1,default_top160
108,gradient,179.51745675334527,229.6182129055165,0.0,1.0,0.008556127548217773,Momentum,1e-07,0.999,default_top160
93,gradient,183.9697536733547,229.78704480794042,0.0,930.0,3.2253596782684326,Decay,1e-06,0.01,default_top160
91,gradient,196.53513233451986,236.79228288407927,0.0,1000.0,3.6190359592437744,LearningRate,1e-06,,default_top160
107,gradient,216.7425364768875,265.644154546736,0.0,1.0,0.009511947631835938,Momentum,1e-07,0.9,default_top160
102,gradient,218.66116679503406,277.1215725149406,0.0,13.0,0.054953813552856445,Decay,1e-07,0.01,default_top160
104,gradient,240.66119558187305,294.5744517797523,0.0,391.0,1.537665843963623,Decay,1e-07,0.0005,default_top160
